"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"PLW","Invesco 1-30 Laddered Treasury ETF","35.08","$177.15M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/plw",
"ISRG","Intuitive Surgical, Inc.","592.9","$68.52B","2000","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/isrg",
"INTU","Intuit Inc.","258.89","$67.33B","1993","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/intu",
"IIN","IntriCon Corporation","18.82","$164.83M","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/iin",
"XON","Intrexon Corporation","5.57","$902.73M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/xon",
"ITCI","Intra-Cellular Therapies Inc.","9.71","$536.58M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/itci",
"INTL","INTL FCStone Inc.","40","$766.55M","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/intl",
"IVAC","Intevac, Inc.","5.97","$138.7M","1995","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/ivac",
"IPLDP","Interstate Power and Light Company","25.4","$203.2M","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/ipldp",
"XENT","Intersect ENT, Inc.","21.68","$683.24M","2014","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/xent",
"IDXG","Interpace Biosciences, Inc.","0.4799","$18.33M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/idxg",
"IGLD","Internet Gold Golden Lines Ltd.","12","$3.36M","1999","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/igld",
"IMXI","International Money Express, Inc.","13.59","$516.19M","2017","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/imxi",
"IBOC","International Bancshares Corporation","42.42","$2.79B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/iboc",
"INAP","Internap Corporation","1.2","$32.1M","1999","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/inap",
"TILE","Interface, Inc.","16.79","$981.09M","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/tile",
"IDCC","InterDigital, Inc.","56.8","$1.77B","n/a","Miscellaneous","Multi-Sector Companies","https://old.nasdaq.com/symbol/idcc",
"ICPT","Intercept Pharmaceuticals, Inc.","108.37","$3.55B","2012","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/icpt",
"IBKR","Interactive Brokers Group, Inc.","48.42","$20.12B","2019","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/ibkr",
"IPAR","Inter Parfums, Inc.","70.49","$2.22B","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/ipar",
"NTLA","Intellia Therapeutics, Inc.","17.33","$847.13M","2016","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/ntla",
"INTC","Intel Corporation","58.05","$252.52B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/intc",
"IMTE","Integrated Media Technology Limited","7.7264","$26.1M","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/imte",
"IART","Integra LifeSciences Holdings Corporation","60.99","$5.24B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/iart",
"NTEC","Intec Pharma Ltd.","0.4962","$17.38M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ntec",
"INSUW","Insurance Acquisition Corp.","0.93","$7.2M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/insuw",
"INSUU","Insurance Acquisition Corp.","10.43","$140.02M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/insuu",
"INSU","Insurance Acquisition Corp.","9.91","$204.67M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/insu",
"PODD","Insulet Corporation","185.7","$11.48B","2007","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/podd",
"IIIN","Insteel Industries, Inc.","23.33","$449.35M","n/a","Capital Goods","Steel/Iron Ore","https://old.nasdaq.com/symbol/iiin",
"INSE","Inspired Entertainment, Inc.","6.99","$159.5M","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/inse",
"INSM","Insmed, Inc.","23.05","$2.06B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/insm",
"ISIG","Insignia Systems, Inc.","0.9298","$11.2M","1991","Consumer Services","Advertising","https://old.nasdaq.com/symbol/isig",
"NSIT","Insight Enterprises, Inc.","65.59","$2.35B","1995","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/nsit",
"INSG","Inseego Corp.","6.35","$505.08M","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/insg",
"INPX","Inpixon ","0.0418","$3.17M","2014","Technology","EDP Services","https://old.nasdaq.com/symbol/inpx",
"INO","Inovio Pharmaceuticals, Inc.","2.52","$249.55M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/ino",
"INOV","Inovalon Holdings, Inc.","18","$2.79B","2015","Technology","EDP Services","https://old.nasdaq.com/symbol/inov",
"INGN","Inogen, Inc","73.61","$1.62B","2014","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/ingn",
"INVA","Innoviva, Inc.","13.48","$1.37B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/inva",
"ISSC","Innovative Solutions and Support, Inc.","4.4243","$74.81M","2000","Technology","EDP Services","https://old.nasdaq.com/symbol/issc",
"INNT","Innovate Biopharmaceuticals, Inc.","0.78","$27.99M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/innt",
"IOSP","Innospec Inc.","98.4","$2.41B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/iosp",
"IPHS","Innophos Holdings, Inc.","31.9","$628.14M","2006","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/iphs",
"INOD","Innodata Inc.","1.2199","$31.66M","1993","Technology","EDP Services","https://old.nasdaq.com/symbol/inod",
"INWK","InnerWorkings, Inc.","4.71","$245.54M","2006","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/inwk",
"IPHA","Innate Pharma S.A.","6.285","$493.64M","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/ipha",
"INMB","INmune Bio Inc.","4.87","$52.45M","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/inmb",
"INMD","INMODE LTD.","50.66","$1.62B","2019","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/inmd",
"IMKTA","Ingles Markets, Incorporated","44.44","$900.34M","1987","Consumer Services","Food Chains","https://old.nasdaq.com/symbol/imkta",
"IEAWW","Infrastructure and Energy Alternatives, Inc.","0.025","n/a","2016","Finance","Business Services","https://old.nasdaq.com/symbol/ieaww",
"IEA","Infrastructure and Energy Alternatives, Inc.","3.02","$67.2M","2016","Finance","Business Services","https://old.nasdaq.com/symbol/iea",
"III","Information Services Group, Inc.","2.46","$116.94M","n/a","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/iii",
"IFRX","InflaRx N.V.","3.4","$88.76M","2017","n/a","n/a","https://old.nasdaq.com/symbol/ifrx",
"INFI","Infinity Pharmaceuticals, Inc.","1.27","$72.43M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/infi",
"INFN","Infinera Corporation","6.38","$1.15B","2007","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/infn",
"IDSA","Industrial Services of America, Inc.","1.11","$9.06M","n/a","Consumer Durables","Industrial Specialties","https://old.nasdaq.com/symbol/idsa",
"ILPT","Industrial Logistics Properties Trust","21.64","$1.41B","2018","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ilpt",
"IBTX","Independent Bank Group, Inc","57.63","$2.48B","2013","Finance","Major Banks","https://old.nasdaq.com/symbol/ibtx",
"IBCP","Independent Bank Corporation","22.35","$502.46M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ibcp",
"INDB","Independent Bank Corp.","84.2","$2.89B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/indb",
"INCY","Incyte Corporation","94.16","$20.28B","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/incy",
"IMV","IMV Inc.","2.71","$137.21M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/imv",
"PI","Impinj, Inc.","31.56","$698.37M","2016","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/pi",
"IMMP","Immutep Limited","1.74","$5.94M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/immp",
"IMRNW","Immuron Limited","0.55","n/a","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/imrnw",
"IMRN","Immuron Limited","3.64","$16.09M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/imrn",
"IMMU","Immunomedics, Inc.","18.78","$3.63B","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/immu",
"IMGN","ImmunoGen, Inc.","3.61","$541.08M","1989","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/imgn",
"IMUX","Immunic, Inc. ","7.03","$71.12M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/imux",
"ICCC","ImmuCell Corporation","5","$36.05M","1987","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/iccc",
"IMMR","Immersion Corporation","6.75","$213.87M","1999","Technology","Computer peripheral equipment","https://old.nasdaq.com/symbol/immr",
"IMBI","iMedia Brands, Inc.","0.52","$39.92M","n/a","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/imbi",
"ISNS","Image Sensing Systems, Inc.","4.772","$25.34M","1995","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/isns",
"IMACW","IMAC Holdings, Inc.","0.112","n/a","2019","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/imacw",
"IMAC","IMAC Holdings, Inc.","1.9708","$16.57M","2019","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/imac",
"ILMN","Illumina, Inc.","320.76","$47.15B","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/ilmn",
"IKNX","Ikonics Corporation","5.4623","$10.82M","n/a","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/iknx",
"IIVI","II-VI Incorporated","29.19","$2.63B","1987","Capital Goods","Electronic Components","https://old.nasdaq.com/symbol/iivi",
"INFO","IHS Markit Ltd.","72.65","$29.13B","1996","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/info",
"IHRT","iHeartMedia, Inc.","15.39","$989.85M","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/ihrt",
"IGMS","IGM Biosciences, Inc.","22.61","$690.42M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/igms",
"IFMK","iFresh Inc.","0.3736","$6.86M","n/a","Consumer Services","Food Chains","https://old.nasdaq.com/symbol/ifmk",
"IROQ","IF Bancorp, Inc.","23.001","$75.31M","2011","Finance","Savings Institutions","https://old.nasdaq.com/symbol/iroq",
"IESC","IES Holdings, Inc.","21.69","$460.18M","n/a","Capital Goods","Engineering & Construction","https://old.nasdaq.com/symbol/iesc",
"IDXX","IDEXX Laboratories, Inc.","251.58","$21.58B","1991","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/idxx",
"IDRA","Idera Pharmaceuticals, Inc.","1.75","$50.48M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/idra",
"INVE","Identiv, Inc.","5.43","$91.19M","n/a","Technology","Computer peripheral equipment","https://old.nasdaq.com/symbol/inve",
"IDYA","IDEAYA Biosciences, Inc.","7.65","$155.36M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/idya",
"IDEX","Ideanomics, Inc.","0.9103","$118.36M","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/idex",
"IPWR","Ideal Power Inc.","2.61","$3.84M","2013","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/ipwr",
"ICUI","ICU Medical, Inc.","187.48","$3.87B","1992","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/icui",
"ICON","Iconix Brand Group, Inc.","1.19","$13.84M","n/a","Consumer Non-Durables","Shoe Manufacturing","https://old.nasdaq.com/symbol/icon",
"ICLR","ICON plc","163.16","$8.82B","1998","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/iclr",
"ICLK","iClick Interactive Asia Group Limited","3.24","$184.8M","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/iclk",
"ICHR","Ichor Holdings","31.55","$709.71M","2016","Technology","Semiconductors","https://old.nasdaq.com/symbol/ichr",
"ICFI","ICF International, Inc.","89.73","$1.69B","2006","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/icfi",
"ICCH","ICC Holdings, Inc.","13.56","$44.79M","2017","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/icch",
"IEP","Icahn Enterprises L.P.","63","$13.07B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/iep",
"ICAD","icad inc.","7.51","$144.66M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/icad",
"IBEX","IBEX Holdings Limited","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ibex",
"IBKCP","IBERIABANK Corporation","28.7607","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ibkcp",
"IBKCO","IBERIABANK Corporation","27.31","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ibkco",
"IBKCN","IBERIABANK Corporation","26.57","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ibkcn",
"IBKC","IBERIABANK Corporation","72.99","$3.81B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ibkc",
"IAC","IAC/InterActiveCorp","222.7","$18.77B","n/a","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/iac",
"IIIV","i3 Verticals, Inc.","27.32","$747.15M","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/iiiv",
"HYRE","HyreCar Inc.","2.62","$42.93M","2018","Consumer Services","Rental/Leasing Companies","https://old.nasdaq.com/symbol/hyre",
"HVBC","HV Bancorp, Inc.","15.18","$34.44M","2017","Finance","Major Banks","https://old.nasdaq.com/symbol/hvbc",
"HBP","Huttig Building Products, Inc.","1.82","$48.3M","n/a","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/hbp",
"HCM","Hutchison China MediTech Limited","24.11","$3.22B","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/hcm",
"HURN","Huron Consulting Group Inc.","67.05","$1.54B","2004","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/hurn",
"HURC","Hurco Companies, Inc.","35.78","$242.13M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/hurc",
"HBANO","Huntington Bancshares Incorporated","26.08","$20.78B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hbano",
"HBANN","Huntington Bancshares Incorporated","26.27","$2.63M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hbann",
"HBAN","Huntington Bancshares Incorporated","14.89","$15.38B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hban",
"HHT","Huitao Technology Co., Ltd.","2.26","$17.12M","n/a","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/hht",
"HDSN","Hudson Technologies, Inc.","0.6839","$29.14M","n/a","Consumer Durables","Industrial Specialties","https://old.nasdaq.com/symbol/hdsn",
"HSON","Hudson Global, Inc.","12.15","$35.71M","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/hson",
"HUBG","Hub Group, Inc.","51.07","$1.74B","1996","Transportation","Oil Refining/Marketing","https://old.nasdaq.com/symbol/hubg",
"HTHT","Huazhu Group Limited","34.21","$10.04B","2010","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/htht",
"HTGM","HTG Molecular Diagnostics, Inc.","0.66","$38.3M","2015","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/htgm",
"HBMD","Howard Bancorp, Inc.","16.66","$317.9M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hbmd",
"HOVNP","Hovnanian Enterprises Inc","3.88","$19.4M","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/hovnp",
"HWCC","Houston Wire & Cable Company","3.93","$64.45M","2006","Consumer Non-Durables","Telecommunications Equipment","https://old.nasdaq.com/symbol/hwcc",
"HMHC","Houghton Mifflin Harcourt Company","5.87","$729.82M","2013","Consumer Services","Books","https://old.nasdaq.com/symbol/hmhc",
"HOTH","Hoth Therapeutics, Inc.","4.9463","$50.05M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/hoth",
"TWNKW","Hostess Brands, Inc.","1.44","n/a","2015","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/twnkw",
"TWNK","Hostess Brands, Inc.","13.45","$1.75B","2015","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/twnk",
"HZNP","Horizon Therapeutics Public Limited Company","32.78","$6.14B","2011","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/hznp",
"HRZN","Horizon Technology Finance Corporation","12.49","$182M","2010","n/a","n/a","https://old.nasdaq.com/symbol/hrzn",
"HBNC","Horizon Bancorp, Inc.","18.82","$846.32M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hbnc",
"HOPE","Hope Bancorp, Inc.","14.51","$1.84B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hope",
"HOOK","HOOKIPA Pharma Inc.","10.11","$256.88M","1995","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/hook",
"HOFT","Hooker Furniture Corporation","23.81","$281.87M","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/hoft",
"FIXX","Homology Medicines, Inc.","16","$704.55M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/fixx",
"HTBI","HomeTrust Bancshares, Inc.","26.13","$465.59M","2012","Finance","Savings Institutions","https://old.nasdaq.com/symbol/htbi",
"HMST","HomeStreet, Inc.","31.92","$779.12M","2012","Finance","Major Banks","https://old.nasdaq.com/symbol/hmst",
"HFBL","Home Federal Bancorp, Inc. of Louisiana","35.1151","$62.87M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/hfbl",
"HOMB","Home BancShares, Inc.","18.82","$3.14B","2006","Finance","Major Banks","https://old.nasdaq.com/symbol/homb",
"HBCP","Home Bancorp, Inc.","38.58","$357.85M","n/a","Finance","Banks","https://old.nasdaq.com/symbol/hbcp",
"HOLX","Hologic, Inc.","51.32","$13.72B","1990","Health Care","Medical Electronics","https://old.nasdaq.com/symbol/holx",
"HOLI","Hollysys Automation Technologies, Ltd.","14.71","$887.63M","n/a","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/holi",
"HMSY","HMS Holdings Corp","30.2","$2.66B","1992","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/hmsy",
"HMNF","HMN Financial, Inc.","20.8906","$101.19M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/hmnf",
"HCCHW","HL Acquisitions Corp.","0.2001","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/hcchw",
"HCCHU","HL Acquisitions Corp.","10.64","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/hcchu",
"HCCHR","HL Acquisitions Corp.","0.23","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/hcchr",
"HCCH","HL Acquisitions Corp.","10.26","$71.44M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/hcch",
"HQI","HireQuest, Inc.","6.35","$83.66M","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/hqi",
"HIFS","Hingham Institution for Savings","191.76","$409.17M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hifs",
"HIMX","Himax Technologies, Inc.","2.3","$395.93M","2006","Technology","Semiconductors","https://old.nasdaq.com/symbol/himx",
"HIHO","Highway Holdings Limited","1.75","$6.65M","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/hiho",
"SNLN","Highland/iBoxx Senior Loan ETF","17.385","$217.28M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/snln",
"HIBB","Hibbett Sports, Inc.","28.37","$500.15M","1996","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/hibb",
"HFFG","HF Foods Group Inc.","27","$1.43B","2017","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/hffg",
"HX","Hexindai Inc.","0.5252","$25.57M","2017","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/hx",
"HSKA","Heska Corporation","95.5","$744.57M","1997","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/hska",
"HRTX","Heron Therapeutics, Inc.  ","25.56","$2.3B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/hrtx",
"MLHR","Herman Miller, Inc.","47.78","$2.82B","n/a","Consumer Durables","Office Equipment/Supplies/Services","https://old.nasdaq.com/symbol/mlhr",
"HCCI","Heritage-Crystal Clean, Inc.","30.93","$717.14M","2008","Basic Industries","Miscellaneous","https://old.nasdaq.com/symbol/hcci",
"HFWA","Heritage Financial Corporation","27.58","$1.01B","n/a","Finance","Banks","https://old.nasdaq.com/symbol/hfwa",
"HTBK","Heritage Commerce Corp","12.5","$740M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/htbk",
"HEPA","Hepion Pharmaceuticals, Inc.","6.99","$24.14M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/hepa",
"HSIC","Henry Schein, Inc.","68.9","$10.11B","1995","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/hsic",
"HCACW","Hennessy Capital Acquisition Corp. IV","0.89","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/hcacw",
"HCACU","Hennessy Capital Acquisition Corp. IV","10.79","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/hcacu",
"HCAC","Hennessy Capital Acquisition Corp. IV","10.07","$377.81M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/hcac",
"HNNA","Hennessy Advisors, Inc.","11.89","$89.16M","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/hnna",
"HMTV","Hemisphere Media Group, Inc.","14","$559.68M","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/hmtv",
"HSDT","Helius Medical Technologies, Inc.","0.52","$15.76M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/hsdt",
"HLIO","Helios Technologies, Inc.","44.78","$1.43B","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/hlio",
"HELE","Helen of Troy Limited","161.42","$4.06B","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/hele",
"HSII","Heidrick & Struggles International, Inc.","31.02","$594.66M","1999","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/hsii",
"HEBT","Hebron Technology Co., Ltd.","4.63","$75.33M","2016","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/hebt",
"HTBX","Heat Biologics, Inc.","0.48","$16.35M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/htbx",
"HTLF","Heartland Financial USA, Inc.","47.22","$1.73B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/htlf",
"HTLD","Heartland Express, Inc.","21.41","$1.76B","1986","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/htld",
"HSTM","HealthStream, Inc.","29.13","$943.18M","2000","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/hstm",
"HQY","HealthEquity, Inc.","62.89","$4.44B","2014","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/hqy",
"HCSG","Healthcare Services Group, Inc.","25.15","$1.86B","1983","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/hcsg",
"HSACW","Health Sciences Acquisitions Corporation","0.97","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/hsacw",
"HSACU","Health Sciences Acquisitions Corporation","11.494","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/hsacu",
"HSAC","Health Sciences Acquisitions Corporation","10.45","$150.22M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/hsac",
"HIIQ","Health Insurance Innovations, Inc.","17.97","$254.84M","2013","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/hiiq",
"HCAT","Health Catalyst, Inc","39.73","$1.45B","2019","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/hcat",
"HHR","HeadHunter Group PLC","20.43","$1.02B","2019","Technology","Professional Services","https://old.nasdaq.com/symbol/hhr",
"HDS","HD Supply Holdings, Inc.","39.82","$6.61B","2013","Consumer Services","Office Equipment/Supplies/Services","https://old.nasdaq.com/symbol/hds",
"HBT","HBT Financial, Inc.","17.8","$468.63M","2019","Finance","Major Banks","https://old.nasdaq.com/symbol/hbt",
"HAYN","Haynes International, Inc.","36.72","$459.49M","2007","Capital Goods","Steel/Iron Ore","https://old.nasdaq.com/symbol/hayn",
"HYACW","Haymaker Acquisition Corp. II","1.5","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/hyacw",
"HYACU","Haymaker Acquisition Corp. II","10.44","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/hyacu",
"HYAC","Haymaker Acquisition Corp. II","9.98","$499M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/hyac",
"HWBK","Hawthorn Bancshares, Inc.","24.33","$152.7M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hwbk",
"HWKN","Hawkins, Inc.","41.32","$439.19M","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/hwkn",
"HA","Hawaiian Holdings, Inc.","30.29","$1.41B","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/ha",
"HAS","Hasbro, Inc.","101.7","$13.92B","n/a","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/has",
"HCAPZ","Harvest Capital Credit Corporation","25.32","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hcapz",
"HCAP","Harvest Capital Credit Corporation","9.2","$55.84M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hcap",
"HBIO","Harvard Bioscience, Inc.","2.9","$110.33M","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/hbio",
"HROW","Harrow Health, Inc.","6.25","$157.29M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/hrow",
"HARP","Harpoon Therapeutics, Inc.","18.7","$460.74M","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/harp",
